"...1","regiao","ibge","municipio","pib_per_capita","uf","vab","Impostos","populacao","taxa_analfabetismo","percentage_votos_centrao","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Comércio e reparação de veículos automotores e motocicletas","Construção","Demais serviços","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Indústrias de transformação","Indústrias extrativas","Pecuária, inclusive apoio à pecuária","Produção florestal, pesca e aquicultura","num_bolsa","percent_bolsa","Emendas","percent_transfer","percent_empregado_mun"
4533,"Sul",4215109,"RODEIO",33485.74,"SC","Demais serviços",54809.406,11647.001051791,0.0333,0.0937425125909345,0,0,0,0,1,0,0,0,0,0,100,0.00858590117364355,1741011.43,0.838622005407236,0.110933333333333
4534,"Sul",4215208,"ROMELÂNDIA",24284.48,"SC","Pecuária, inclusive apoio à pecuária",3928.53,4584.00048096562,0.0728,0.449735776965265,0,0,0,0,0,0,0,0,1,0,174,0.0379581112005789,450000,0.900576002154064,0.335433070866142
4535,"Sul",4215307,"SALETE",41456.71,"SC","Indústrias de transformação",22787.951,7673.99979400198,0.0323999999999999,0.354904104178592,0,0,0,0,0,0,1,0,0,0,62,0.0080792287808581,1478285.71,0.816668303658128,0.113829787234043
4536,"Sul",4215356,"SALTINHO",25119.64,"SC","Pecuária, inclusive apoio à pecuária",3772.447,3727.00034713873,0.0798,0.213882832369942,0,0,0,0,0,0,0,0,1,0,161,0.0431982787776239,2113175,0.923806779128591,0.241279069767442
4537,"Sul",4215406,"SALTO VELOSO",55697.51,"SC","Indústrias de transformação",28474.402,4792.00025279407,0.0442,0.50001,0,0,0,0,0,0,1,0,0,0,61,0.0127295485772216,750000,0.793484138088633,0.0952597994530538
4538,"Sul",4215455,"SANGÃO",35541.99,"SC","Indústrias de transformação",103315.97,13128.0011614431,0.0363,0.416541604538088,0,0,0,0,0,0,1,0,0,0,217,0.0165295536869183,1589734.08,0.897656949077241,0.0832740213523132
4539,"Sul",4215505,"SANTA CECÍLIA",38931.54,"SC","Indústrias de transformação",63505.31,17004.000843532,0.0581999999999999,0.513034282560706,0,0,0,0,0,0,1,0,0,0,1000,0.0588096889197921,3116530,0.830106340527184,0.0951952492351988
4540,"Sul",4215554,"SANTA HELENA",47568.58,"SC","Pecuária, inclusive apoio à pecuária",7886.31,2177.99997393237,0.0376000000000001,0.464555454545455,0,0,0,0,0,0,0,0,1,0,22,0.0101010102219051,11726194.67,0.913867773412907,0.228915662650602
4541,"Sul",4215604,"SANTA ROSA DE LIMA",33855.46,"SC","Administração, defesa, educação e saúde públicas e seguridade social",3376.859,2150.99980918883,0.0308,0.276348514680484,1,0,0,0,0,0,0,0,0,0,26,0.0120874022809909,1599932,0.959304265219012,0.415711947626841
4542,"Sul",4215653,"SANTA ROSA DO SUL",23706.37,"SC","Administração, defesa, educação e saúde públicas e seguridade social",13747.995,8397.00084829521,0.0428,0.55785708249497,1,0,0,0,0,0,0,0,0,0,264,0.0314397967523843,1751970,0.8580584935742,0.264608599779493
4543,"Sul",4215679,"SANTA TEREZINHA",30704.73,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",12062.035,8759.99860607796,0.0342,0.216444540389972,0,1,0,0,0,0,0,0,0,0,166,0.0189497747048526,7652912.88,0.910728139809965,0.302304964539007
4544,"Sul",4215687,"SANTA TEREZINHA DO PROGRESSO",28102.67,"SC","Administração, defesa, educação e saúde públicas e seguridade social",3050.212,2316.99963028424,0.0901,0.339100909090909,1,0,0,0,0,0,0,0,0,0,131,0.0565386365572831,1097175,0.94333023754722,0.345211581291759
4545,"Sul",4215695,"SANTIAGO DO SUL",40030.46,"SC","Administração, defesa, educação e saúde públicas e seguridade social",2087.081,1210.99992355821,0.0552,0.408564572271386,1,0,0,0,0,0,0,0,0,0,42,0.0346820831140879,1546329,0.921711014184388,0.365591397849462
4546,"Sul",4215703,"SANTO AMARO DA IMPERATRIZ",52551.44,"SC","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",65165.201,23906.9981336382,0.0273999999999999,0.345144317737058,0,0,0,0,0,1,0,0,0,0,298,0.0124649693924015,2771833.56,0.683736908628885,0.119578346327001
4547,"Sul",4215752,"SÃO BERNARDINO",39373.42,"SC","Pecuária, inclusive apoio à pecuária",5349.172,2238.99983796175,0.0897,0.24186667752443,0,0,0,0,0,0,0,0,1,0,101,0.0451094271145389,1150000,0.951224976269233,0.360294117647059
4548,"Sul",4215802,"SÃO BENTO DO SUL",54415.88,"SC","Indústrias de transformação",577679.292,86316.993679051,0.0172,0.170632298344344,0,0,0,0,0,0,1,0,0,0,1174,0.0136010297620563,1817012,0.586610254381252,0.0675956517105403
4549,"Sul",4215901,"SÃO BONIFÁCIO",40278.89,"SC","Demais serviços",8923.154,2791.00017403657,0.0223,0.417116652587117,0,0,0,0,1,0,0,0,0,0,59,0.0211393752493642,578285.71,0.904392111693322,0.210947930574099
4550,"Sul",4216008,"SÃO CARLOS",45458.73,"SC","Indústrias de transformação",40546.727,11455.998902741,0.0353,0.131596283802621,0,0,0,0,0,0,1,0,0,0,155,0.013530029228871,6727602.85,0.846565985620595,0.120488617434758
4551,"Sul",4216057,"SÃO CRISTÓVÃO DO SUL",38928.81,"SC","Indústrias de transformação",26327.485,5646.00050707946,0.0703,0.384868044164038,0,0,0,0,0,0,1,0,0,0,247,0.0437477821141336,5e+05,0.829786487948977,0.148856990962254
4552,"Sul",4216107,"SÃO DOMINGOS",47756.65,"SC","Demais serviços",30641.198,9422.0006637819,0.0687,0.173052362002567,0,0,0,0,1,0,0,0,0,0,269,0.0285501996443318,9302275.7,0.89303970387165,0.152836579170195
4553,"Sul",4216206,"SÃO FRANCISCO DO SUL",155542.28,"SC","Indústrias de transformação",1749818.724,54750.9988859621,0.0244,0.357190654037464,0,0,0,0,0,0,1,0,0,0,952,0.0173878106221015,3666380.95,0.649703207490336,0.114297515784505
4554,"Sul",4216255,"SÃO JOÃO DO OESTE",54990.07,"SC","Pecuária, inclusive apoio à pecuária",32653.84,6422.99978887097,0.00900000000000006,0.129927657822507,0,0,0,0,0,0,0,0,1,0,32,0.00498209575772459,1592285.72,0.831055754102286,0.105882352941176
4555,"Sul",4216305,"SÃO JOÃO BATISTA",25923.12,"SC","Demais serviços",116590.536,39719.0048111493,0.0219,0.314209759326113,0,0,0,0,1,0,0,0,0,0,428,0.0107756979822379,7592657.8,0.725250662091761,0.0898895353739776
4556,"Sul",4216354,"SÃO JOÃO DO ITAPERIÚ",89358.69,"SC","Indústrias de transformação",29907.943,3784.00007878361,0.0375,0.372775509989485,0,0,0,0,0,0,1,0,0,0,60,0.0158562364563395,2437574,0.91603805282742,0.14293659621802
4557,"Sul",4216404,"SÃO JOÃO DO SUL",38582.35,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",16334.515,7331.99983930476,0.0470999999999999,0.499395749385749,0,1,0,0,0,0,0,0,0,0,263,0.035870158996749,2114747.59,0.914496077345695,0.238600874453467
4558,"Sul",4216503,"SÃO JOAQUIM",41474.58,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",48002.941,27321.9982456724,0.0456999999999999,0.555116004207801,0,1,0,0,0,0,0,0,0,0,746,0.0273040058524329,1422382.57,0.848469237339719,0.133997155049787
4559,"Sul",4216602,"SÃO JOSÉ",54544.43,"SC","Demais serviços",3074063.59,253704.977593496,0.0169,0.168366415523601,0,0,0,0,1,0,0,0,0,0,3616,0.0142527751497009,4232103,0.527756938971648,NA
4560,"Sul",4216701,"SÃO JOSÉ DO CEDRO",41136.18,"SC","Demais serviços",53271.251,13810.9994170582,0.0353,0.34223668004012,0,0,0,0,1,0,0,0,0,0,278,0.0201288836242103,1576000,0.744556215906209,0.116229624379872
4561,"Sul",4216800,"SÃO JOSÉ DO CERRITO",39583.67,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",10118.394,8053.99946493087,0.0867,0.669297069666576,0,1,0,0,0,0,0,0,0,0,524,0.0650608436568226,1088750,0.902229437009578,0.212251941328732
4562,"Sul",4216909,"SÃO LOURENÇO DO OESTE",56707.72,"SC","Demais serviços",204202.765,24501.0012922403,0.0467,0.422051269547515,0,0,0,0,1,0,0,0,0,0,419,0.0171013419003697,4138062,0.808337740361903,0.0686297421515931
4563,"Sul",4217006,"SÃO LUDGERO",66911.55,"SC","Indústrias de transformação",117461.859,13886.0009221128,0.0239,0.466123416320885,0,0,0,0,0,0,1,0,0,0,137,0.00986605148368048,950000,0.781651579791762,0.0664195700518903
4564,"Sul",4217105,"SÃO MARTINHO",34550.76,"SC","Demais serviços",8371.186,3161.999938641,0.0231,0.414319484193012,0,0,0,0,1,0,0,0,0,0,40,0.0126502216243532,2596877.82,0.914708423960554,0.177046263345196
4565,"Sul",4217154,"SÃO MIGUEL DA BOA VISTA",28035.68,"SC","Pecuária, inclusive apoio à pecuária",1576.975,1793.99978884051,0.0608,0.216454981862152,0,0,0,0,0,0,0,0,1,0,52,0.0289855106580634,1231104,0.934261977664539,0.53968253968254
4566,"Sul",4217204,"SÃO MIGUEL DO OESTE",52711.62,"SC","Demais serviços",231022.125,41245.9998193947,0.0331,0.167465138662316,0,0,0,0,1,0,0,0,0,0,521,0.0126315279610464,2132000,0.672017013603687,0.0566186236411038
4567,"Sul",4217253,"SÃO PEDRO DE ALCÂNTARA",16725.49,"SC","Administração, defesa, educação e saúde públicas e seguridade social",6169.732,6045.99913066822,0.0355,0.46250184605349,1,0,0,0,0,0,0,0,0,0,51,0.00843533035611987,996680,0.816918345824845,0.267073170731707
4568,"Sul",4217303,"SAUDADES",53385.25,"SC","Indústrias de transformação",64071.104,9873.99918516819,0.0264,0.144850729648788,0,0,0,0,0,0,1,0,0,0,110,0.0111403695642625,1781104,0.83950546322304,0.0904109589041096
4569,"Sul",4217402,"SCHROEDER",33593.65,"SC","Indústrias de transformação",100557.624,22605.0026418683,0.0198999999999999,0.448161191454396,0,0,0,0,0,0,1,0,0,0,133,0.00588365337120825,2095027.14,0.739291422753252,0.0811284666879184
4570,"Sul",4217501,"SEARA",66924.22,"SC","Indústrias de transformação",136123.55,17610.0011923934,0.0387,0.109445500305686,0,0,0,0,0,0,1,0,0,0,185,0.0105053939507914,8e+05,0.852630768821787,0.0708212360016591
4571,"Sul",4217550,"SERRA ALTA",36326.4,"SC","Pecuária, inclusive apoio à pecuária",8506.251,3249.00003853946,0.0406999999999999,0.182761540041068,0,0,0,0,0,0,0,0,1,0,37,0.0113881192862752,5e+05,0.874778995257712,0.15631067961165
4572,"Sul",4217600,"SIDERÓPOLIS",47931.8,"SC","Demais serviços",55967.754,14176.0001293505,0.0298,0.319207446420429,0,0,0,0,1,0,0,0,0,0,213,0.0150253948967592,3269515,0.823965628577844,0.122961104140527
4573,"Sul",4217709,"SOMBRIO",29282.87,"SC","Demais serviços",66372.703,31083.9964457036,0.0323999999999999,0.171100833678971,0,0,0,0,1,0,0,0,0,0,668,0.0214901581644059,1800145.3,0.773870749291092,0.106714990435921
4574,"Sul",4217758,"SUL BRASIL",34948.22,"SC","Pecuária, inclusive apoio à pecuária",4312.236,2385.99971615149,0.0737999999999999,0.336882586872587,0,0,0,0,0,0,0,0,1,0,56,0.0234702458767788,1e+06,0.928354851121299,0.316483516483516
4575,"Sul",4217808,"TAIÓ",45466.26,"SC","Demais serviços",95124.852,18575.9986636244,0.0293000000000001,0.191916805640711,0,0,0,0,1,0,0,0,0,0,262,0.0141042215142408,1849840.86,0.767073706199286,0.111865365577712
4576,"Sul",4217907,"TANGARÁ",69474.97,"SC","Indústrias de transformação",59114.886,8648.00045253708,0.0262,0.421700804984843,0,0,0,0,0,0,1,0,0,0,196,0.0226641986290021,905750,0.840133872072175,0.126482213438735
4577,"Sul",4217956,"TIGRINHOS",40814.27,"SC","Administração, defesa, educação e saúde públicas e seguridade social",3291.281,1606.00005831294,0.0463,0.307702307692308,1,0,0,0,0,0,0,0,0,0,51,0.0317559141645201,406132,0.91691586796945,0.373205741626794
4578,"Sul",4218004,"TIJUCAS",61114.71,"SC","Demais serviços",445628.376,39888.9968225326,0.0316,0.155994814649397,0,0,0,0,1,0,0,0,0,0,929,0.0232896305748964,2376260.48,0.657955186706831,0.0698498158118447
4579,"Sul",4218103,"TIMBÉ DO SUL",29011.31,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",8172.492,5338.00049015367,0.0587,0.544592392776524,0,1,0,0,0,0,0,0,0,0,223,0.0417759422111968,1852382.05,0.862760398026466,0.26991565135895
4580,"Sul",4218202,"TIMBÓ",55453.4,"SC","Indústrias de transformação",378736.732,45703.0012406814,0.0143000000000001,0.101377837338262,0,0,0,0,0,0,1,0,0,0,234,0.0051200138644661,2443336.71,0.617822558186535,0.0588385558583106
4581,"Sul",4218251,"TIMBÓ GRANDE",37894.78,"SC","Indústrias de transformação",19612.763,8003.00083547127,0.0745,0.592644560906516,0,0,0,0,0,0,1,0,0,0,749,0.0935898940157856,7e+05,0.799643182893816,0.268980477223427
4582,"Sul",4218301,"TRÊS BARRAS",78265.31,"SC","Indústrias de transformação",165628.326,19455.0000121382,0.0444,0.533415172413793,0,0,0,0,0,0,1,0,0,0,864,0.0444101773045973,778285.71,0.775339793398237,0.130598637483693
4583,"Sul",4218350,"TREVISO",58025.97,"SC","Indústrias extrativas",13593.777,4002.00008720233,0.0234999999999999,0.455736092089728,0,0,0,0,0,0,0,1,0,0,41,0.0102448773379867,1049999,0.913828522539813,0.201137538779731
4584,"Sul",4218400,"TREZE DE MAIO",28110.99,"SC","Demais serviços",18901.24,7104.00046387552,0.0358,0.545273157894737,0,0,0,0,1,0,0,0,0,0,41,0.00577139601953698,1981100,0.867269902631089,0.129545454545455
4585,"Sul",4218509,"TREZE TÍLIAS",101924.63,"SC","Indústrias de transformação",104420.5,8137.99983379876,0.0284,0.206629537275064,0,0,0,0,0,0,1,0,0,0,93,0.0114278694887351,2188031.2,0.80957313500572,0.0636273538156591
4586,"Sul",4218608,"TROMBUDO CENTRAL",58343.18,"SC","Indústrias de transformação",60971.632,7506.0004271279,0.033,0.188831211035471,0,0,0,0,0,0,1,0,0,0,74,0.00985877908193983,1747393.86,0.856682562906463,0.101606145251397
4587,"Sul",4218707,"TUBARÃO",44956.12,"SC","Demais serviços",508435.629,107142.992967365,0.0212,0.273421371237458,0,0,0,0,1,0,0,0,0,0,1729,0.016137312876136,4773039.89,0.599114798213358,0.00778915302600883
4588,"Sul",4218756,"TUNÁPOLIS",40447.82,"SC","Pecuária, inclusive apoio à pecuária",8325.314,4506.99968502629,0.0263,0.208107928436912,0,0,0,0,0,0,0,0,1,0,45,0.00998446930216227,7e+05,0.874994075235916,0.166806370494552
4589,"Sul",4218806,"TURVO",56408.72,"SC","Demais serviços",67640.91,13080.0004680127,0.0318000000000001,0.258096253369272,0,0,0,0,1,0,0,0,0,0,169,0.0129204888343308,1708717.34,0.821339606487669,0.0947587643179452
4590,"Sul",4218855,"UNIÃO DO OESTE",36007.99,"SC","Pecuária, inclusive apoio à pecuária",3452.37,2364.00023994674,0.0629000000000001,0.409519202453988,0,0,0,0,0,0,0,0,1,0,56,0.0236886608781654,200842,0.923134030133809,0.293069306930693
4591,"Sul",4218905,"URUBICI",31497.18,"SC","Demais serviços",19569.262,11310.9997783929,0.052,0.689507716894977,0,0,0,0,1,0,0,0,0,0,390,0.0344797106923305,1981935,0.702124810231681,0.168316831683168
4592,"Sul",4218954,"URUPEMA",36058.38,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",2320.796,2453.00007931582,0.0569,0.745507259201253,0,1,0,0,0,0,0,0,0,0,215,0.0876477753967162,1161859,0.937499844482825,0.398773006134969
4593,"Sul",4219002,"URUSSANGA",50731.67,"SC","Indústrias de transformação",118349.733,21419.0019173428,0.0233,0.318088277075999,0,0,0,0,0,0,1,0,0,0,321,0.0149866927151302,2934592.68,0.78890810723207,0.0925279329608939
4594,"Sul",4219101,"VARGEÃO",56315.85,"SC","Demais serviços",18618.331,3569.00023705582,0.0511,0.411101549295775,0,0,0,0,1,0,0,0,0,0,77,0.0215746693431211,663500,0.926584797977497,0.137464387464387
4595,"Sul",4219150,"VARGEM",48655.31,"SC","Construção",2501.391,2386.99985674739,0.0578,0.601185482787573,0,0,0,1,0,0,0,0,0,0,90,0.0377042335153874,1168194,0.872275550573014,0.513126491646778
4596,"Sul",4219176,"VARGEM BONITA",122393.1,"SC","Indústrias de transformação",63513.824,4410.99985211585,0.0545,0.398062691867125,0,0,0,0,0,0,1,0,0,0,155,0.0351394253449477,1480000,0.922676556776079,0.102635228848821
4597,"Sul",4219200,"VIDAL RAMOS",56130.12,"SC","Demais serviços",31530.6,6321.00022234052,0.0373999999999999,0.269286393831554,0,0,0,0,1,0,0,0,0,0,152,0.0240468271876943,539142.86,0.886131150795172,0.203285420944559
4598,"Sul",4219309,"VIDEIRA",63823.38,"SC","Demais serviços",460190.726,54144.9963320651,0.0243000000000001,0.39364747596574,0,0,0,0,1,0,0,0,0,0,617,0.0113953281336656,2537306,0.617229459762557,0.0648933163769959
4599,"Sul",4219358,"VITOR MEIRELES",28993.17,"SC","Agricultura, inclusive apoio à agricultura e a pós colheita",6587.92,4906.99940710174,0.04,0.437660457390467,0,1,0,0,0,0,0,0,0,0,217,0.0442225445729508,1200000,0.892095682112598,0.138599105812221
4600,"Sul",4219408,"WITMARSUM",43449.39,"SC","Indústrias de transformação",11727.642,4031.99985086097,0.0376000000000001,0.36700941280094,0,0,0,0,0,0,1,0,0,0,55,0.0136408735204332,931457,0.896213509098987,0.11665664461816
4601,"Sul",4219507,"XANXERÊ",51194.26,"SC","Demais serviços",299551.932,52290.0021799319,0.0341,0.159388831221904,0,0,0,0,1,0,0,0,0,0,754,0.01441958249314,4009483.17,0.699612054722401,0.0531115099189989
4602,"Sul",4219606,"XAVANTINA",54703.92,"SC","Pecuária, inclusive apoio à pecuária",8066.775,3873.00010675652,0.0475,0.0406150955414013,0,0,0,0,0,0,0,0,1,0,35,0.00903692203337198,927000,0.906330535872316,0.164233576642336
4603,"Sul",4219705,"XAXIM",50967.99,"SC","Indústrias de transformação",161240.52,29253.997656176,0.037,0.211845911230666,0,0,0,0,0,0,1,0,0,0,564,0.0192794163255473,3409604,0.811872211788919,0.0758807588075881
4604,"Sul",4219853,"ZORTÉA",30199.01,"SC","Administração, defesa, educação e saúde públicas e seguridade social",4643.633,3431.99945958493,0.0459,0.157477532467532,1,0,0,0,0,0,0,0,0,0,52,0.0151515175373276,946680,0.921569393535822,0.488322717622081
4605,"Sul",4220000,"BALNEÁRIO RINCÃO",22440.07,"SC","Demais serviços",22794.751,13128.9975476904,0.0344,0.46844853820598,0,0,0,0,1,0,0,0,0,0,712,0.0542311016064783,2995591.86,0.523208260447184,0.140614780902551
4606,"Sul",4300034,"ACEGUÁ",91994.39,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",23962.716,4980.99974357132,0.0359,0.449343871618894,0,1,0,0,0,0,0,0,0,0,189,0.0379441898674922,547278,0.879492517771224,0.322211630123928
4607,"Sul",4300059,"ÁGUA SANTA",146445.07,"RS","Comércio e reparação de veículos automotores e motocicletas",69778.231,3737.9999272082,0.0395999999999999,0.444748233738762,0,0,1,0,0,0,0,0,0,0,79,0.0211342968267532,1579700,0.866149118382553,0.252032520325203
4608,"Sul",4300109,"AGUDO",40863.53,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",70968.241,16343.9982302067,0.0452,0.0696507729218,0,1,0,0,0,0,0,0,0,0,870,0.0532305490826644,687050,0.789137609706056,0.166714655917075
4609,"Sul",4300208,"AJURICABA",74961.71,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",40284.393,6950.99986379713,0.0308,0.282148794084187,0,1,0,0,0,0,0,0,0,0,258,0.037116962315557,1086128.34,0.847245495882561,0.179440389294404
4610,"Sul",4300307,"ALECRIM",28383.93,"RS","Pecuária, inclusive apoio à pecuária",8649.334,5709.99991896823,0.0573,0.132832477650064,0,0,0,0,0,0,0,0,1,0,277,0.0485113842260881,775139,0.856484332472435,0.25
4611,"Sul",4300406,"ALEGRETE",42485.08,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",215109.098,72493.008486744,0.0420999999999999,0.626811714063109,0,1,0,0,0,0,0,0,0,0,2241,0.0309133259438362,5145196.41,0.743284500838815,0.150990587770684
4612,"Sul",4300455,"ALEGRIA",47648.88,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",10383.394,3287.00015614218,0.062,0.084071135371179,0,1,0,0,0,0,0,0,0,0,225,0.0684514722579367,638950,0.836482542487098,0.398260869565217
4613,"Sul",4300471,"ALMIRANTE TAMANDARÉ DO SUL",142847.94,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",19649.763,1935.0000077005,0.0286,0.178335123152709,0,1,0,0,0,0,0,0,0,0,40,0.0206718345430577,539639.14,0.936567929960678,0.228898426323319
4614,"Sul",4300505,"ALPESTRE",33369.8,"RS","Administração, defesa, educação e saúde públicas e seguridade social",8340.178,5884.99916091796,0.0856999999999999,0.050959050949051,1,0,0,0,0,0,0,0,0,0,218,0.0370433357829053,2e+05,0.882012398084316,0.224580017683466
4615,"Sul",4300554,"ALTO ALEGRE",66755.15,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",4615.092,1590.00011235088,0.0494,0.207763479125249,0,1,0,0,0,0,0,0,0,0,74,0.0465408772145229,19311352.63,0.905158029441364,0.385150812064965
4616,"Sul",4300570,"ALTO FELIZ",53088.35,"RS","Indústrias de transformação",17984.564,3042.99999905817,0.0156,0.178040303030303,0,0,0,0,0,0,1,0,0,0,9,0.00295760762497061,565785.71,0.834818385761659,0.187366167023555
4617,"Sul",4300604,"ALVORADA",15550.82,"RS","Administração, defesa, educação e saúde públicas e seguridade social",343250.344,212351.985940291,0.0262,0.248092255915295,1,0,0,0,0,0,0,0,0,0,7424,0.0349608220856831,5018944.17,0.670431261236924,0.152778945598251
4618,"Sul",4300638,"AMARAL FERRADOR",20688.31,"RS","Administração, defesa, educação e saúde públicas e seguridade social",4713.769,7135.99926721902,0.0697,0.251740959446093,1,0,0,0,0,0,0,0,0,0,416,0.0582959701118523,599321,0.924430644616343,0.620689655172414
4619,"Sul",4300646,"AMETISTA DO SUL",24036.02,"RS","Administração, defesa, educação e saúde públicas e seguridade social",18658.857,7395.99958728608,0.0740000000000001,0.123494848484848,1,0,0,0,0,0,0,0,0,0,427,0.0577339134434275,873849.1,0.871330508482825,0.16162669447341
4620,"Sul",4300661,"ANDRÉ DA ROCHA",142922.95,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",6348.572,1351.00004582889,0.0433,0.32978303070761,0,1,0,0,0,0,0,0,0,0,47,0.0347890439716186,250000,0.934114944712291,0.394957983193277
4621,"Sul",4300703,"ANTA GORDA",54248.7,"RS","Pecuária, inclusive apoio à pecuária",35805.272,5940.99950782231,0.0295,0.17133023440193,0,0,0,0,0,0,0,0,1,0,39,0.00656455196615486,1423950,0.815508065406078,0.103521878335112
4622,"Sul",4300802,"ANTÔNIO PRADO",61154.04,"RS","Indústrias de transformação",116695.418,13041.000905255,0.0309999999999999,0.544245924932976,0,0,0,0,0,0,1,0,0,0,222,0.0170232332328528,3382580.95,0.811668998513554,0.0727677742713941
4623,"Sul",4300851,"ARAMBARÉ",80442.31,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",6529.959,3544.00004176906,0.0543000000000001,0.230343543108874,0,1,0,0,0,0,0,0,0,0,269,0.0759029336426652,687147,0.794402402402989,0.354166666666667
4624,"Sul",4300877,"ARARICÁ",40484.64,"RS","Indústrias de transformação",31565.496,5839.99976287303,0.0303,0.212681905697446,0,0,0,0,0,0,1,0,0,0,196,0.0335616451983512,953710,0.904493467877602,0.135420330636651
4625,"Sul",4300901,"ARATIBA",154104.03,"RS","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",17483.895,6144.99998475056,0.0314,0.207407622192867,0,0,0,0,0,1,0,0,0,0,62,0.0100895036865515,535750,0.868998865376008,0.20347533632287
4626,"Sul",4301008,"ARROIO DO MEIO",72750.17,"RS","Indústrias de transformação",255074.033,21120.999236153,0.0165000000000001,0.364195596906718,0,0,0,0,0,0,1,0,0,0,176,0.00833293908267083,1549335.86,0.865191530650402,0.0512391817466562
4627,"Sul",4301057,"ARROIO DO SAL",27241.9,"RS","Demais serviços",23855.483,10482.998762935,0.0223999999999999,0.528848556755333,0,0,0,0,1,0,0,0,0,0,351,0.0334827855976706,609478,0.487041615118034,0.245340562521179
4628,"Sul",4301073,"ARROIO DO PADRE",25887.92,"RS","Administração, defesa, educação e saúde públicas e seguridade social",3695.006,2966.00035846835,0.0334999999999999,0.420658967551622,1,0,0,0,0,0,0,0,0,0,41,0.0138233294149609,559818,0.931407529449997,0.532828282828283
4629,"Sul",4301107,"ARROIO DOS RATOS",25163.34,"RS","Demais serviços",24666.745,14201.0019337656,0.0442,0.272973043008429,0,0,0,0,1,0,0,0,0,0,830,0.0584465803096977,1134980,0.749853561390481,0.260437375745527
4630,"Sul",4301206,"ARROIO DO TIGRE",31911.3,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",27315.106,13451.9983830179,0.058,0.094456348988687,0,1,0,0,0,0,0,0,0,0,432,0.0321141876247447,805820.07,0.89350756525275,0.195618754803997
4631,"Sul",4301305,"ARROIO GRANDE",62222.04,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",51429.09,18185.0000578573,0.0570999999999999,0.480796686838124,0,1,0,0,0,0,0,0,0,0,997,0.0548254053795958,1695353,0.831479927011632,0.253296321998612
4632,"Sul",4301404,"ARVOREZINHA",32263.13,"RS","Demais serviços",29782.958,10421.9997873734,0.0469,0.233464398708636,0,0,0,0,1,0,0,0,0,0,395,0.0379005956686505,1494731,0.82861923571861,0.104204753199269
4633,"Sul",4301503,"AUGUSTO PESTANA",77033.28,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",35747.992,6544.99981047153,0.0268000000000001,0.220738291316527,0,1,0,0,0,0,0,0,0,0,138,0.0210847981659541,687402,0.843866029312326,0.147662485746864
4634,"Sul",4301552,"ÁUREA",46470.87,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",10975.515,3517.00015515096,0.0276000000000001,0.4824116563147,0,1,0,0,0,0,0,0,0,0,45,0.0127949951705557,526353.49,0.915278731296371,0.263688760806916
4635,"Sul",4301602,"BAGÉ",30846.53,"RS","Demais serviços",375474.973,121517.997972543,0.0345999999999999,0.472588576010263,0,0,0,0,1,0,0,0,0,0,7802,0.0642044810659474,3363304.76,0.560240229601031,0.146047307812014
4636,"Sul",4301636,"BALNEÁRIO PINHAL",21310.39,"RS","Demais serviços",22264.359,14645.0005372966,0.0418000000000001,0.362123402061856,0,0,0,0,1,0,0,0,0,0,932,0.063639465060207,407262.86,0.705635381534249,0.341549295774648
4637,"Sul",4301651,"BARÃO",49438.57,"RS","Indústrias de transformação",50391.627,6232.00048059643,0.0259,0.281348028169014,0,0,0,0,0,0,1,0,0,0,20,0.00320924237125314,1021748.28,0.861466181487627,0.079895788102475
4638,"Sul",4301701,"BARÃO DE COTEGIPE",51643.3,"RS","Agricultura, inclusive apoio à agricultura e a pós colheita",33822.219,6616.00031369026,0.0308,0.075031682567216,0,1,0,0,0,0,0,0,0,0,99,0.0149637235952276,690200,0.896794693951076,0.114813147230977
4639,"Sul",4301750,"BARÃO DO TRIUNFO",18850.07,"RS","Administração, defesa, educação e saúde públicas e seguridade social",5619.673,7549.99933687249,0.0781999999999999,0.207635362619146,1,0,0,0,0,0,0,0,0,0,397,0.0525827860753764,360340,0.922953893389916,0.459649122807018
