Sigla,Código,Município,Programa Bolsa Família (PBF) - número de benefícios em dezembro (2021),Programa Bolsa Família (PBF) - valor total dos benefícios em dezembro (2021),
BA,2933307,Vitória da Conquista,26849,5780.453,
BA,2933406,Wagner,1307,320.199,
BA,2933455,Wanderley,2039,398.727,
BA,2933505,Wenceslau Guimarães,4682,1422.553,
BA,2933604,Xique-Xique,9802,2733.995,
BA,2999919,Trancoso,,,
BA,2999929,Barcellos,,,
BA,2999939,Olivença,,,
BA,2999949,Villa Verde,,,
CE,2300101,Abaiara,1860,498.728,
CE,2300150,Acarapé,1986,564.821,
CE,2300200,Acaraú,10004,2920.798,
CE,2300309,Acopiara,8907,2276.347,
CE,2300408,Aiuaba,2920,804.525,
CE,2300507,Alcântaras,1163,222.892,
CE,2300606,Altaneira,1384,410.234,
CE,2300705,Alto Santo,2243,367.603,
CE,2300754,Amontada,6742,1488.717,
CE,2300804,Antonina do Norte,1819,456.854,
CE,2300903,Apuiarés,2681,627.755,
CE,2301000,Aquiraz,9695,2105.579,
CE,2301109,Aracati,6882,1296.313,
CE,2301208,Aracoiaba,4571,1067.66,
CE,2301257,Ararendá,1873,417.003,
CE,2301307,Araripe,3245,593.087,
CE,2301406,Aratuba,2022,579.123,
CE,2301505,Arneiroz,894,192.066,
CE,2301604,Assaré,4093,1081.359,
CE,2301703,Aurora,3890,803.91,
CE,2301802,Baixio,1015,291.962,
CE,2301851,Banabuiú,2773,594.114,
CE,2301901,Barbalha,7018,1377.407,
CE,2301950,Barreira,3819,751.475,
CE,2302008,Barro,3260,729.581,
CE,2302057,Barroquinha,2653,659.986,
CE,2302107,Baturité,6085,1227.522,
CE,2302206,Beberibe,8762,2054.175,
CE,2302305,Bela Cruz,4769,1035.792,
CE,2302404,Boa Viagem,8873,2396.95,
CE,2302503,Brejo Santo,6370,1075.03,
CE,2302602,Camocim,8473,1688.215,
CE,2302701,Campos Sales,3887,665.151,
CE,2302800,Canindé,12666,2619.629,
CE,2302909,Capistrano,3037,742.492,
CE,2303006,Caridade,3590,991.752,
CE,2303105,Cariré,2829,735.957,
CE,2303204,Caririaçu,4652,1397.137,
CE,2303303,Cariús,2865,684.497,
CE,2303402,Carnaubal,2329,625.202,
CE,2303501,Cascavel,10296,2234.241,
CE,2303600,Catarina,1701,366.185,
CE,2303659,Catunda,2025,522.532,
CE,2303709,Caucaia,34587,7610.953,
CE,2303808,Cedro,3540,915.053,
CE,2303907,Chaval,2161,657.373,
CE,2303931,Choró,2115,568.71,
CE,2303956,Chorozinho,3402,714.835,
CE,2304004,Coreaú,3732,921.336,
CE,2304103,Crateús,8189,1707.227,
CE,2304202,Crato,14255,3028.025,
CE,2304236,Croatá,3063,855.839,
CE,2304251,Cruz,3797,934.87,
CE,2304269,Deputado Irapuan Pinheiro,1498,414.114,
CE,2304277,Ererê,904,178.779,
CE,2304285,Eusébio,5060,943.933,
CE,2304301,Farias Brito,2953,743.313,
CE,2304350,Forquilha,3111,611.965,
CE,2304400,Fortaleza,210994,46376.008,
CE,2304459,Fortim,2302,408.945,
CE,2304509,Frecheirinha,2203,481.631,
CE,2304608,General Sampaio,1385,407.988,
CE,2304657,Graça,2523,502.42,
CE,2304707,Granja,7789,1698.142,
CE,2304806,Granjeiro,800,232.337,
CE,2304905,Groaíras,1359,297.823,
CE,2304954,Guaiúba,3518,656.11,
CE,2305001,Guaraciaba do Norte,6540,1763.285,
CE,2305100,Guaramiranga,635,149.145,
CE,2305209,Hidrolândia,2977,615.321,
CE,2305233,Horizonte,5392,1000.359,
CE,2305266,Ibaretama,2259,586.84,
CE,2305308,Ibiapina,3440,721.775,
CE,2305332,Ibicuitinga,2588,588.08,
CE,2305357,Icapuí,3048,714.779,
CE,2305407,Icó,10846,2794.168,
CE,2305506,Iguatu,11295,2284.369,
CE,2305605,Independência,5051,1326.963,
CE,2305654,Ipaporanga,2033,510.253,
CE,2305704,Ipaumirim,2229,561.022,
CE,2305803,Ipu,7171,1393.702,
CE,2305902,Ipueiras,5692,1118.647,
CE,2306009,Iracema,2018,383.879,
CE,2306108,Irauçuba,4298,998.286,
CE,2306207,Itaiçaba,1060,245.752,
CE,2306256,Itaitinga,3809,682.353,
CE,2306306,Itapagé,6293,1241.235,
CE,2306405,Itapipoca,19739,4954.192,
CE,2306504,Itapiúna,3493,860.488,
CE,2306553,Itarema,6898,1746.758,
CE,2306603,Itatira,3708,1178.1,
CE,2306702,Jaguaretama,3425,694.846,
CE,2306801,Jaguaribara,1587,355.458,
CE,2306900,Jaguaribe,4188,738.559,
CE,2307007,Jaguaruana,5822,1201.424,
CE,2307106,Jardim,4178,959.817,
CE,2307205,Jati,1082,233.217,
CE,2307254,Jijoca de Jericoacoara,2365,451.41,
CE,2307304,Juazeiro do Norte,22580,4114.745,
CE,2307403,Jucás,3916,1163.702,
CE,2307502,Lavras da Mangabeira,5204,1192.274,
CE,2307601,Limoeiro do Norte,6935,1438.307,
CE,2307635,Madalena,3066,810.648,
CE,2307650,Maracanaú,20304,4395.149,
CE,2307700,Maranguape,14400,2973.133,
CE,2307809,Marco,3845,873.225,
CE,2307908,Martinópole,2013,535.854,
CE,2308005,Massapê,4765,973.142,
CE,2308104,Mauriti,7634,1758.928,
CE,2308203,Meruoca,1841,487.65,
CE,2308302,Milagres,5014,1308.923,
CE,2308351,Milhã,2484,524.364,
CE,2308377,Miraíma,2280,501.33,
CE,2308401,Missão Velha,5821,1217.805,
CE,2308500,Mombaça,6177,1275.854,
CE,2308609,Monsenhor Tabosa,3341,911.161,
CE,2308708,Morada Nova,11005,2282.279,
CE,2308807,Moraújo,1479,431.243,
CE,2308906,Morrinhos,3218,680.442,
CE,2309003,Mucambo,1813,321.111,
CE,2309102,Mulungu,1940,564.66,
CE,2309201,Nova Olinda,2747,805.262,
CE,2309300,Nova Russas,3935,756.646,
CE,2309409,Novo Oriente,5458,1179.455,
CE,2309458,Ocara,4195,904.24,
CE,2309508,Orós,4356,1003.087,
CE,2309607,Pacajus,7362,1419.825,
CE,2309706,Pacatuba,7559,1519.095,
CE,2309805,Pacoti,1588,328.362,
CE,2309904,Pacujá,958,203.366,
CE,2310001,Palhano,1413,344.863,
CE,2310100,Palmácia,2060,493.773,
CE,2310209,Paracuru,4834,1039.297,
CE,2310258,Paraipaba,4765,969.495,
CE,2310298,Cococi,,,
CE,2310308,Parambu,3799,678.343,
CE,2310407,Paramoti,1958,501.533,
CE,2310506,Pedra Branca,7044,1320.539,
CE,2310605,Penaforte,1795,528.692,
CE,2310704,Pentecoste,4937,1089.715,
CE,2310803,Pereiro,2489,690.986,
CE,2310852,Pindoretama,3604,664.954,
CE,2310902,Piquet Carneiro,2387,568.304,
CE,2310951,Pires Ferreira,1282,279.807,
CE,2311009,Poranga,1988,492.731,
CE,2311108,Porteiras,2496,418.412,
CE,2311207,Potengi,1423,375.648,
CE,2311231,Potiretama,1073,236.052,
CE,2311264,Quiterianópolis,3375,644.246,
CE,2311306,Quixadá,12737,2520.364,
CE,2311355,Quixelô,2476,505.672,
CE,2311405,Quixeramobim,9735,2420.35,
CE,2311504,Quixeré,2363,387.296,
CE,2311603,Redenção,3662,746.495,
CE,2311702,Reriutaba,2580,540.945,
CE,2311801,Russas,6612,1241.716,
CE,2311900,Saboeiro,2402,607.853,
CE,2311959,Salitre,2954,613.518,
CE,2312007,Santana do Acaraú,5200,1502.535,
CE,2312106,Santana do Cariri,3006,803.974,
CE,2312205,Santa Quitéria,7033,1318.473,
CE,2312304,São Benedito,6181,1371.795,
CE,2312403,São Gonçalo do Amarante,6654,1376.964,
CE,2312502,São João do Jaguaribe,887,136.063,
CE,2312601,São Luís do Curu,1955,386.758,
CE,2312700,Senador Pompeu,3853,1005.333,
CE,2312809,Senador Sá,1181,322.486,
CE,2312908,Sobral,18234,3500.724,
CE,2313005,Solonópole,2262,485.649,
CE,2313104,Tabuleiro do Norte,3958,801.511,
CE,2313203,Tamboril,4477,1219.452,
CE,2313252,Tarrafas,1397,268.507,
CE,2313302,Tauá,5378,996.042,
CE,2313351,Tejuçuoca,3794,1086.079,
CE,2313401,Tianguá,11390,2565.328,
CE,2313500,Trairi,11711,3070.211,
CE,2313559,Tururu,2892,745.684,
CE,2313609,Ubajara,4850,1119.964,
CE,2313708,Umari,1290,345.534,
CE,2313757,Umirim,3260,958.959,
CE,2313807,Uruburetama,4161,928.317,
CE,2313906,Uruoca,2264,475.72,
CE,2313955,Varjota,2287,488.958,
CE,2314003,Várzea Alegre,6069,1692.588,
CE,2314102,Viçosa do Ceará,10489,2564.526,
CE,2399919,Entre Rios,,,
CE,2399929,Mecejana,,,
CE,2399939,Vertentes,,,
DF,5300108,Brasília,88132,19980.925,
ES,3200102,Afonso Cláudio,2509,446.483,
ES,3200136,Águia Branca,754,151.7,
ES,3200169,Água Doce do Norte,1559,289.468,
ES,3200201,Alegre,1430,300.586,
ES,3200300,Alfredo Chaves,538,110.544,
ES,3200359,Alto Rio Novo,841,162.534,
ES,3200409,Anchieta,1697,413.794,
ES,3200508,Apiacá,867,154.632,
ES,3200607,Aracruz,4470,979.4,
ES,3200706,Atilio Vivacqua,512,113.613,
ES,3200805,Baixo Guandu,2042,387.972,
ES,3200904,Barra de São Francisco,2969,555.506,
ES,3201001,Boa Esperança,1297,285.208,
ES,3201100,Bom Jesus do Norte,686,128.869,
ES,3201159,Brejetuba,1028,188.363,
ES,3201209,Cachoeiro de Itapemirim,8728,1914.379,
ES,3201308,Cariacica,21045,5153.814,
ES,3201407,Castelo,1232,242.666,
ES,3201506,Colatina,3549,583.661,
ES,3201605,Conceição da Barra,2492,540.805,
ES,3201704,Conceição do Castelo,700,142.35,
ES,3201803,Divino de São Lourenço,335,59.008,
ES,3201902,Domingos Martins,1107,212.827,
ES,3202009,Dores do Rio Preto,463,91.595,
ES,3202108,Ecoporanga,2021,411.952,
ES,3202207,Fundão,975,227.5,
ES,3202256,Governador Lindenberg,477,85.274,
ES,3202306,Guaçuí,2007,398.945,
ES,3202405,Guarapari,5917,1075.062,
ES,3202454,Ibatiba,1279,208.143,
ES,3202504,Ibiraçu,562,109.446,
ES,3202553,Ibitirama,1019,208.436,
ES,3202603,Iconha,353,62.453,
ES,3202652,Irupi,1113,174.775,
ES,3202702,Itaguaçu,974,182.37,
ES,3202801,Itapemirim,2844,590.286,
ES,3202900,Itarana,445,77.427,
ES,3203007,Iúna,1537,298.134,
ES,3203056,Jaguaré,2332,499.16,
ES,3203106,Jerônimo Monteiro,820,170.751,
ES,3203130,João Neiva,651,109.435,
ES,3203163,Laranja da Terra,841,153.609,
ES,3203205,Linhares,7934,1521.424,
ES,3203304,Mantenópolis,1363,268.59,
ES,3203320,Marataízes,3247,653.244,
ES,3203346,Marechal Floriano,504,94.96,
ES,3203353,Marilândia,471,88.8,
ES,3203403,Mimoso do Sul,2256,403.836,
ES,3203502,Montanha,1634,385.171,
ES,3203601,Mucurici,585,121.22,
ES,3203700,Muniz Freire,1060,204.473,
ES,3203809,Muqui,1228,281.556,
ES,3203908,Nova Venécia,2886,566.954,
ES,3204005,Pancas,1338,234.659,
ES,3204054,Pedro Canário,2230,482.711,
ES,3204104,Pinheiros,2010,443.399,
ES,3204203,Piúma,916,188.662,
ES,3204252,Ponto Belo,986,225.906,
ES,3204302,Presidente Kennedy,1302,276.45,
ES,3204351,Rio Bananal,998,185.949,
ES,3204401,Rio Novo do Sul,612,136.442,
ES,3204500,Santa Leopoldina,805,170.387,
ES,3204559,Santa Maria de Jetibá,1513,277.814,
ES,3204609,Santa Teresa,677,133.51,
ES,3204658,São Domingos do Norte,589,120.646,
ES,3204708,São Gabriel da Palha,1159,219.328,
ES,3204807,São José do Calçado,933,203.613,
ES,3204906,São Mateus,7807,1693.21,
ES,3204955,São Roque do Canaã,458,84.899,
ES,3205002,Serra,23377,5426.407,
ES,3205010,Sooretama,1725,352.458,
ES,3205036,Vargem Alta,772,148.554,
ES,3205069,Venda Nova do Imigrante,724,123.649,
ES,3205101,Viana,4706,1112.088,
ES,3205150,Vila Pavão,706,123.226,
ES,3205176,Vila Valério,949,176.938,
ES,3205200,Vila Velha,14215,3057.857,
ES,3205309,Vitória,12372,3153.638,
ES,3299919,Riacho,,,
ES,3299929,Ponte do Itabapoana,,,
GO,5200050,Abadia de Goiás,997,207.471,
GO,5200100,Abadiânia,832,163.094,
GO,5200134,Acreúna,863,168.694,
GO,5200159,Adelândia,176,33.571,
GO,5200175,Água Fria de Goiás,481,100.05,
GO,5200209,Água Limpa,195,47.128,
GO,5200258,Águas Lindas de Goiás,16867,4097.436,
GO,5200308,Alexânia,2245,557.361,
GO,5200506,Aloândia,144,28.642,
GO,5200555,Alto Horizonte,456,94.994,
GO,5200605,Alto Paraíso de Goiás,474,93.867,
GO,5200803,Alvorada do Norte,793,170.268,
GO,5200829,Amaralina,377,61.544,
GO,5200852,Americano do Brasil,373,70.835,
GO,5200902,Amorinópolis,344,65.527,
GO,5201108,Anápolis,8537,1512.942,
GO,5201207,Anhanguera,38,9.236,
GO,5201306,Anicuns,1404,250.406,
GO,5201405,Aparecida de Goiânia,11342,1998.712,
GO,5201454,Aparecida do Rio Doce,206,42.036,
GO,5201504,Aporé,231,51.81,
GO,5201603,Araçu,253,44.849,
GO,5201702,Aragarças,1818,410.064,
GO,5201801,Aragoiânia,892,217.102,
GO,5202155,Araguapaz,584,112.938,
GO,5202353,Arenópolis,209,39.928,
GO,5202502,Aruanã,427,78.496,
GO,5202601,Aurilândia,244,41.797,
GO,5202809,Avelinópolis,272,52.414,
GO,5203104,Baliza,272,45.777,
GO,5203203,Barro Alto,669,153.417,
GO,5203302,Bela Vista de Goiás,1485,343.725,
GO,5203401,Bom Jardim de Goiás,844,166.805,
GO,5203500,Bom Jesus de Goiás,1143,210.834,
GO,5203559,Bonfinópolis,535,98.017,
GO,5203575,Bonópolis,358,92.642,
GO,5203609,Brazabrantes,195,40.816,
GO,5203807,Britânia,428,88.774,
GO,5203906,Buriti Alegre,313,56.606,
GO,5203939,Buriti de Goiás,156,27.64,
GO,5203962,Buritinópolis,454,87.962,
GO,5204003,Cabeceiras,835,199.827,
GO,5204102,Cachoeira Alta,473,105.706,
GO,5204201,Cachoeira de Goiás,163,35.32,
GO,5204250,Cachoeira Dourada,348,61.597,
GO,5204300,Caçu,262,45.108,
GO,5204409,Caiapônia,716,126.78,
GO,5204508,Caldas Novas,3214,559.874,
GO,5204557,Caldazinha,231,45.952,
GO,5204607,Campestre de Goiás,421,97.925,
GO,5204656,Campinaçu,425,101.594,
GO,5204706,Campinorte,886,165.974,
GO,5204805,Campo Alegre de Goiás,274,55.606,
GO,5204854,Campo Limpo de Goiás,767,179.426,
GO,5204904,Campos Belos,1799,359.759,
GO,5204953,Campos Verdes,789,180.91,
GO,5205000,Carmo do Rio Verde,456,93.594,
GO,5205059,Castelândia,296,68.442,
GO,5205109,Catalão,2206,473.183,
GO,5205208,Caturaí,393,73.227,
GO,5205307,Cavalcante,1079,229.503,
GO,5205406,Ceres,705,132.873,
GO,5205455,Cezarina,391,79.71,
GO,5205471,Chapadão do Céu,321,69.613,
GO,5205497,Cidade Ocidental,5740,1393.619,
GO,5205513,Cocalzinho de Goiás,2269,518.131,
GO,5205521,Colinas do Sul,418,89.211,
GO,5205703,Córrego do Ouro,143,27.139,
GO,5205802,Corumbá de Goiás,1026,185.416,
GO,5205901,Corumbaíba,354,65.965,
GO,5206206,Cristalina,3362,730.147,
GO,5206305,Cristianópolis,182,41.597,
GO,5206404,Crixás,931,166.997,
GO,5206503,Cromínia,350,69.305,
GO,5206602,Cumari,105,18.518,
GO,5206701,Damianópolis,489,109.261,
GO,5206800,Damolândia,257,44.85,
GO,5206909,Davinópolis,92,16.61,
GO,5207105,Diorama,161,29.179,
GO,5207253,Doverlândia,574,119.34,
GO,5207352,Edealina,222,45.463,
GO,5207402,Edéia,780,165.71,
GO,5207501,Estrela do Norte,194,42.263,
GO,5207535,Faina,469,95.448,
GO,5207600,Fazenda Nova,656,152.983,
GO,5207808,Firminópolis,611,105.509,
GO,5207907,Flores de Goiás,1393,273.768,
GO,5208004,Formosa,7456,1493.738,
GO,5208103,Formoso,582,107.929,
GO,5208152,Gameleira de Goiás,156,32.751,
GO,5208301,Divinópolis de Goiás,871,179.114,
GO,5208400,Goianápolis,1048,191.564,
GO,5208509,Goiandira,235,42.134,
GO,5208608,Goianésia,2393,489.479,
GO,5208707,Goiânia,33825,6510.511,
GO,5208806,Goianira,2297,501.012,
GO,5208905,Goiás,1501,301.85,
GO,5209101,Goiatuba,1164,226.297,
GO,5209150,Gouvelândia,197,35.81,
GO,5209200,Guapó,1474,283.135,
GO,5209291,Guaraíta,238,40.621,
GO,5209408,Guarani de Goiás,535,136.518,
GO,5209457,Guarinos,235,36.303,
GO,5209606,Heitoraí,416,67.394,
GO,5209705,Hidrolândia,844,164.907,
GO,5209804,Hidrolina,269,47.693,
GO,5209903,Iaciara,1565,329.568,
GO,5209937,Inaciolândia,422,85.095,
GO,5209952,Indiara,811,149.472,
GO,5210000,Inhumas,2237,445.236,
GO,5210109,Ipameri,1569,337.64,
GO,5210158,Ipiranga de Goiás,315,51.134,
GO,5210208,Iporá,779,128.285,
GO,5210307,Israelândia,173,40.218,
GO,5210406,Itaberaí,2462,439.58,
GO,5210562,Itaguari,279,48.563,
GO,5210604,Itaguaru,365,64.982,
GO,5210802,Itajá,243,49.466,
GO,5210901,Itapaci,719,122.602,
GO,5211008,Itapirapuã,723,143.646,
GO,5211206,Itapuranga,1602,303.028,
GO,5211305,Itarumã,253,52.278,
GO,5211404,Itauçu,473,97.392,
GO,5211503,Itumbiara,3907,710.315,
GO,5211602,Ivolândia,205,36.905,
GO,5211701,Jandaia,435,81.396,
GO,5211800,Jaraguá,2908,620.555,
GO,5211909,Jataí,2386,481.96,
GO,5212006,Jaupaci,258,53.589,
GO,5212055,Jesúpolis,290,59.926,
GO,5212105,Joviânia,160,24.862,
GO,5212204,Jussara,1098,195.462,
GO,5212253,Lagoa Santa,109,23.48,
GO,5212303,Leopoldo de Bulhões,679,134.284,
GO,5212501,Luziânia,11660,2298.213,
GO,5212600,Mairipotaba,218,40.302,
GO,5212709,Mambaí,1073,209.593,
GO,5212808,Mara Rosa,750,157.774,
GO,5212907,Marzagão,167,39.312,
GO,5212956,Matrinchã,528,97.611,
GO,5213004,Maurilândia,872,188.906,
GO,5213053,Mimoso de Goiás,280,56.292,
GO,5213087,Minaçu,1991,454.817,
GO,5213103,Mineiros,2673,569.685,
GO,5213400,Moiporá,160,30.96,
GO,5213509,Monte Alegre de Goiás,1126,255.887,
GO,5213707,Montes Claros de Goiás,259,45.948,
GO,5213756,Montividiu,345,70.852,
GO,5213772,Montividiu do Norte,719,158.521,
GO,5213806,Morrinhos,1362,294.115,
GO,5213855,Morro Agudo de Goiás,246,57.396,
GO,5213905,Mossâmedes,242,41.816,
GO,5214002,Mozarlândia,1104,258.611,
GO,5214051,Mundo Novo,530,114.382,
GO,5214101,Mutunópolis,336,61.402,
GO,5214408,Nazário,399,73.985,
GO,5214507,Nerópolis,1191,227.778,
GO,5214606,Niquelândia,1990,356.914,
GO,5214705,Nova América,156,30.686,
GO,5214804,Nova Aurora,91,17.448,
GO,5214838,Nova Crixás,874,158.936,
GO,5214861,Nova Glória,841,161.346,
GO,5214879,Nova Iguaçu de Goiás,149,26.801,
GO,5214903,Nova Roma,443,104.542,
GO,5215009,Nova Veneza,837,210.461,
GO,5215207,Novo Brasil,216,39.709,
GO,5215231,Novo Gama,4586,922.256,
GO,5215256,Novo Planalto,504,94.302,
GO,5215306,Orizona,554,103.284,
GO,5215405,Ouro Verde de Goiás,309,53.831,
GO,5215504,Ouvidor,273,53.036,
GO,5215603,Padre Bernardo,1752,370.008,
GO,5215652,Palestina de Goiás,234,41.951,
GO,5215702,Palmeiras de Goiás,590,107.547,
GO,5215801,Palmelo,99,19.844,
GO,5215900,Palminópolis,267,51.221,
GO,5216007,Panamá,115,25.683,
GO,5216304,Paranaiguara,437,77.88,
GO,5216403,Paraúna,581,110.601,
GO,5216452,Perolândia,155,27.279,
GO,5216809,Petrolina de Goiás,329,62.055,
GO,5216908,Pilar de Goiás,286,64.288,
GO,5217104,Piracanjuba,797,158.941,
GO,5217203,Piranhas,804,155.987,
GO,5217302,Pirenópolis,1307,234.914,
GO,5217401,Pires do Rio,1316,239.208,
GO,5217609,Planaltina,6163,1221.297,
GO,5217708,Pontalina,914,157.287,
GO,5218003,Porangatu,2600,507.202,
GO,5218052,Porteirão,216,46.187,
GO,5218102,Portelândia,217,44.991,
GO,5218300,Posse,3118,667.248,
GO,5218391,Professor Jamil,314,64.95,
GO,5218508,Quirinópolis,1300,238.402,
GO,5218607,Rialma,425,85.747,
GO,5218706,Rianápolis,198,34.987,
GO,5218789,Rio Quente,201,45.172,
GO,5218805,Rio Verde,6541,1289.483,
GO,5218904,Rubiataba,842,143.532,
GO,5219001,Sanclerlândia,259,41.109,
GO,5219100,Santa Bárbara de Goiás,350,74.923,
GO,5219209,Santa Cruz de Goiás,195,42.84,
GO,5219258,Santa Fé de Goiás,243,51.238,
GO,5219308,Santa Helena de Goiás,1665,328.606,
GO,5219357,Santa Isabel,345,59.446,
GO,5219407,Santa Rita do Araguaia,399,79.45,
GO,5219456,Santa Rita do Novo Destino,284,59.602,
GO,5219506,Santa Rosa de Goiás,271,47.736,
GO,5219605,Santa Tereza de Goiás,276,63.716,
GO,5219704,Santa Terezinha de Goiás,1331,290.875,
GO,5219712,Santo Antônio da Barra,236,41.767,
GO,5219738,Santo Antônio de Goiás,519,139.602,
GO,5219753,Santo Antônio do Descoberto,6164,1232.739,
GO,5219803,São Domingos,1405,268.105,
GO,5219902,São Francisco de Goiás,477,95.514,
GO,5220009,São João d'Aliança,1022,222.345,
GO,5220058,São João da Paraúna,106,19.991,
GO,5220108,São Luís de Montes Belos,1312,249.217,
GO,5220157,São Luíz do Norte,385,73.403,
GO,5220207,São Miguel do Araguaia,1814,323.201,
GO,5220264,São Miguel do Passa Quatro,209,43.635,
GO,5220280,São Patrício,163,28.52,
GO,5220405,São Simão,1103,241.319,
GO,5220454,Senador Canedo,4996,988.207,
GO,5220504,Serranópolis,368,74.208,
GO,5220603,Silvânia,1126,218.02,
GO,5220686,Simolândia,994,232.19,
GO,5220702,Sítio d'Abadia,404,93.34,
GO,5221007,Taquaral de Goiás,227,43.7,
GO,5221080,Teresina de Goiás,558,131.301,
GO,5221197,Terezópolis de Goiás,598,129.051,
GO,5221304,Três Ranchos,178,42.672,
GO,5221403,Trindade,5965,1171.196,
GO,5221452,Trombas,284,51.787,
GO,5221502,Turvânia,306,54.74,
GO,5221551,Turvelândia,385,82.356,
GO,5221577,Uirapuru,310,78.886,
GO,5221601,Uruaçu,1147,200.207,
GO,5221700,Uruana,1148,214.201,
GO,5221809,Urutaí,101,19.755,
GO,5221858,Valparaíso de Goiás,7119,1254.757,
GO,5221908,Varjão,223,40.397,
GO,5222005,Vianópolis,363,75.126,
GO,5222054,Vicentinópolis,688,125.872,
GO,5222203,Vila Boa,519,103.148,
GO,5222302,Vila Propício,540,96.486,
MA,2100055,Açailândia,8917,1714.366,
MA,2100105,Afonso Cunha,1389,364.884,
MA,2100154,Água Doce do Maranhão,2374,619.299,
MA,2100204,Alcântara,5614,1401.476,
MA,2100303,Aldeias Altas,3747,812.249,
MA,2100402,Altamira do Maranhão,1393,283.649,
MA,2100436,Alto Alegre do Maranhão,4069,1074.924,
MA,2100477,Alto Alegre do Pindaré,4563,1487.71,
MA,2100501,Alto Parnaíba,1277,335.776,
MA,2100550,Amapá do Maranhão,1332,409.363,
MA,2100600,Amarante do Maranhão,5083,1344.149,
MA,2100709,Anajatuba,5776,1632.434,
MA,2100808,Anapurus,3445,1219.585,
MA,2100832,Apicum-Açu,3954,1219.616,
MA,2100873,Araguanã,2162,491.173,
MA,2100907,Araioses,7150,1579.164,
MA,2100956,Arame,5108,1241.355,
MA,2101004,Arari,4772,1115.714,
MA,2101103,Axixá,2238,725.977,
MA,2101202,Bacabal,12737,2754.607,
MA,2101251,Bacabeira,2860,598.184,
MA,2101301,Bacuri,3002,683.467,
MA,2101350,Bacurituba,1061,265.572,
MA,2101400,Balsas,9071,1990.74,
MA,2101509,Barão de Grajaú,3102,549.776,
MA,2101608,Barra do Corda,10783,2085.812,
MA,2101707,Barreirinhas,11208,2960.105,
MA,2101731,Belágua,1639,582.701,
MA,2101772,Bela Vista do Maranhão,2414,594.339,
MA,2101806,Benedito Leite,1032,288.278,
MA,2101905,Bequimão,3751,895.292,
MA,2101939,Bernardo do Mearim,879,195.18,
MA,2101970,Boa Vista do Gurupi,1455,401.366,
MA,2102002,Bom Jardim,5686,1554.48,
MA,2102036,Bom Jesus das Selvas,4779,1098.911,
MA,2102077,Bom Lugar,2423,528.226,
MA,2102101,Brejo,6403,2088.418,
MA,2102150,Brejo de Areia,1715,495.187,
MA,2102200,Buriti,4951,1497.529,
MA,2102309,Buriti Bravo,3935,910.792,
MA,2102325,Buriticupu,6769,1509.071,
MA,2102358,Buritirana,2479,730.781,
MA,2102374,Cachoeira Grande,2036,724.044,
MA,2102408,Cajapió,2008,537.027,
MA,2102507,Cajari,4590,1465.825,
MA,2102556,Campestre do Maranhão,1532,388.994,
MA,2102606,Cândido Mendes,3856,956.561,
MA,2102705,Cantanhede,3696,1003.102,
MA,2102754,Capinzal do Norte,2326,584.467,
MA,2102804,Carolina,3178,846.22,
MA,2102903,Carutapera,5140,1455.478,
MA,2103000,Caxias,19247,3663.43,
MA,2103109,Cedral,2241,548.202,
MA,2103125,Central do Maranhão,2186,575.065,
MA,2103158,Centro do Guilherme,2158,611.804,
MA,2103174,Centro Novo do Maranhão,3251,1023.7,
MA,2103208,Chapadinha,13400,3861.191,
MA,2103257,Cidelândia,2361,678.818,
MA,2103307,Codó,13702,2879.972,
MA,2103406,Coelho Neto,6790,1645.024,
MA,2103505,Colinas,6878,1959.355,
MA,2103554,Conceição do Lago-Açu,2767,981.144,
MA,2103604,Coroatá,9754,2406.754,
MA,2103703,Cururupu,6849,1591.47,
MA,2103752,Davinópolis,1576,302.108,
MA,2103802,Dom Pedro,3795,809.33,
MA,2103901,Duque Bacelar,1980,622.505,
MA,2104008,Esperantinópolis,3320,930.074,
MA,2104057,Estreito,3558,688.133,
MA,2104073,Feira Nova do Maranhão,1359,363.263,
MA,2104081,Fernando Falcão,2012,569.641,
